order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,ordered_at,qty,discount_pct,product_name,category,standard_price,active_flag,full_name,email,province,signup_date,payment_id,payment,paid_at,net_sales
ORD000024,2026-01-28 11:43:00,C0042,P033,1.0,13545.0,0.0,Marketplace,,,,Smart Home Model 33,Smart Home,12900.0,Y,ลูกค้า 042,customer042@example.com,Rayong,2024-11-21,PAY000024,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-28 13:44:00,13545.0
ORD000025,2026-01-07 13:04:00,C0079,P011,1.0,25900.0,0.0,Web,,,,Accessory Model 11,Accessory,25900.0,Y,ลูกค้า 079,customer079@example.com,ภูเก็ต,2024-08-28,PAY000025,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-07 15:39:00,25900.0
ORD000026,2026-01-04 19:15:00,C0107,P008,1.0,499.0,0.0,Mobile App,,,,Accessory Model 08,Accessory,499.0,Y,ลูกค้า 107,customer107@example.com,ระยอง,2024-09-27,PAY000026,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-04 20:27:00,499.0
ORD000027,2026-01-23 14:12:00,C0143,P019,2.0,3790.5,0.1,Web,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 143,customer143@example.com,เชียงใหม่,2025-01-04,PAY000027,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-23 15:21:00,6822.900000000001
ORD000028,2026-01-08 05:59:00,C0139,P013,4.0,523.95,0.0,Mobile App,,,,Smart Home Model 13,Smart Home,499.0,Y,ลูกค้า 139,customer139@example.com,ระยอง,2024-07-19,PAY000028,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 08:06:00,2095.8
ORD000029,2026-01-09 18:23:00,C0161,P028,1.0,269.1,0.1,Marketplace,,,,Smartphone Model 28,Smartphone,299.0,Y,,,,,PAY000029,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-09 18:39:00,242.19000000000003
ORD000030,2026-01-10 12:26:00,C0003,P006,1.0,299.0,0.05,Mobile App,,,,Accessory Model 06,Accessory,299.0,Y,ลูกค้า 003,customer003@example.com,ขอนแก่น,2025-10-10,PAY000030,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-10 14:50:00,284.05
ORD000031,2026-01-16 18:33:00,C0087,P027,1.0,24605.0,0.0,Web,,,,Smartphone Model 27,Smartphone,25900.0,Y,ลูกค้า 087,,กรุงเทพมหานคร,2024-11-28,PAY000031,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 18:52:00,24605.0
ORD000032,2026-01-01 14:52:00,C0085,P035,1.0,25900.0,0.0,Mobile App,,,,Accessory Model 35,Accessory,25900.0,Y,ลูกค้า 085, customer085@example.com ,Bangkok,2024-11-20,PAY000032,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-01 17:21:00,25900.0
ORD000033,2026-01-13 17:23:00,C0164,P032,1.0,23310.0,0.05,Web,,,,Notebook Model 32,Notebook,25900.0,Y,,,,,PAY000033,"{'method': 'PromptPay', 'status': 'FAILED'}",2026-01-13 18:51:00,22144.5
ORD000034,2026-01-24 06:21:00,C0044,P005,1.0,313.95,0.0,Web,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 044,customer044@example.com,กรุงเทพมหานคร,2025-02-26,PAY000034,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-24 06:44:00,313.95
ORD000035,2026-01-16 21:39:00,C0045,P033,3.0,12900.0,0.0,Marketplace,,,,Smart Home Model 33,Smart Home,12900.0,Y,ลูกค้า 045,customer045@example.com,Chiang Mai,2025-05-04,PAY000035,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-17 00:12:00,38700.0
ORD000036,2026-01-21 10:30:00,C0043,P005,1.0,299.0,0.0,Mobile App,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 043,customer043@example.com,ระยอง,2024-12-29,PAY000036,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-21 13:28:00,299.0
ORD000037,2026-01-20 00:56:00,C0108,P017,4.0,990.0,0.0,Web,,,,Smartphone Model 17,Smartphone,990.0,Y,ลูกค้า 108,customer108@example.com,Chiang Mai,2025-02-16,PAY000037,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-20 03:11:00,3960.0
ORD000038,2026-01-18 01:57:00,C0008,P009,1.0,284.05,0.05,Mobile App,,,,Notebook Model 09,Notebook,299.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000038,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-18 03:21:00,269.8475
ORD000039,2026-01-28 20:23:00,C0126,P004,2.0,1415.5,0.0,Marketplace,,,,Smart Home Model 04,Smart Home,1490.0,Y,ลูกค้า 126,customer126@example.com,เชียงใหม่,2025-03-31,PAY000039,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-28 20:25:00,2831.0
ORD000040,2026-01-15 23:19:00,C0086,P021,1.0,23310.0,0.0,Marketplace,,,,Smart Home Model 21,Smart Home,25900.0,Y,ลูกค้า 086,customer086@example.com,Bangkok,2025-04-12,PAY000040,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 00:12:00,23310.0
ORD000041,2026-01-11 12:38:00,C0008,P034,2.0,284.05,0.0,Web,,,,Accessory Model 34,Accessory,299.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000041,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-11 14:36:00,568.1
ORD000042,2026-01-21 15:59:00,C0114,P032,1.0,25900.0,0.0,Marketplace,,,,Notebook Model 32,Notebook,25900.0,Y,ลูกค้า 114,customer114@example.com,Chiang Mai,2025-04-05,PAY000042,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-21 17:17:00,25900.0
ORD000043,2026-01-03 08:15:00,C0006,P018,1.0,3790.5,0.05,Web,,,,Smartphone Model 18,Smartphone,3990.0,Y,ลูกค้า 006,customer006@example.com,ระยอง,2024-07-13,PAY000043,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-03 09:31:00,3600.975
ORD000044,2026-01-24 20:02:00,C0126,P022,2.0,,0.05,Mobile App,,,,Accessory Model 22,Accessory,499.0,Y,ลูกค้า 126,customer126@example.com,เชียงใหม่,2025-03-31,PAY000044,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-24 22:43:00,
ORD000045,2026-01-16 19:17:00,C0068,P019,3.0,3990.0,0.0,Marketplace,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 068, customer068@example.com ,ขอนเเก่น,2024-09-06,PAY000045,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-16 19:47:00,11970.0
ORD000046,2026-01-21 21:21:00,C0097,P026,2.0,12900.0,0.1,Mobile App,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 097,customer097@example.com,Chiang Mai,2024-03-11,PAY000046,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-21 22:17:00,23220.0
ORD000047,2026-01-01 07:56:00,C0100,P038,4.0,11610.0,0.0,Web,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 100,customer100@example.com,กรุงเทพมหานคร,2025-04-14,PAY000047,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-01 09:44:00,46440.0
ORD000048,2026-01-13 07:59:00,C0040,P038,2.0,12900.0,0.0,Marketplace,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 040,customer040@example.com,กรุงเทพมหานคร,2025-05-29,PAY000048,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-13 09:30:00,25800.0
ORD000049,2026-01-18 00:12:00,C0059,P019,1.0,3990.0,0.05,Mobile App,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 059,customer059@example.com,Rayong,2024-11-06,PAY000049,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-18 01:04:00,3790.5
ORD000050,2026-01-09 02:38:00,C0067,P006,1.0,313.95,0.0,Web,,,,Accessory Model 06,Accessory,299.0,Y,ลูกค้า 067,customer067@example.com,ชลบุรี,2024-08-13,PAY000050,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-09 04:32:00,313.95
ORD000051,2026-01-24 03:14:00,C0035,P039,4.0,990.0,0.0,Marketplace,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 035,customer035@example.com,Chonburi,2025-09-16,PAY000051,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-24 04:27:00,3960.0
ORD000052,2026-01-18 11:03:00,C0079,P035,1.0,23310.0,0.0,Mobile App,,,,Accessory Model 35,Accessory,25900.0,Y,ลูกค้า 079,customer079@example.com,ภูเก็ต,2024-08-28,PAY000052,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-18 12:24:00,23310.0
ORD000053,2026-01-16 20:25:00,C0113,P019,4.0,3990.0,0.05,Marketplace,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 113,customer113@example.com,Rayong,2025-05-24,PAY000053,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-16 22:54:00,15162.0
ORD000054,2026-01-01 18:10:00,C0046,P035,1.0,25900.0,0.1,Marketplace,,,,Accessory Model 35,Accessory,25900.0,Y,ลูกค้า 046,customer046@example.com,ชลบุรี,2024-05-21,PAY000054,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-01 19:13:00,23310.0
ORD000055,2026-01-07 14:06:00,C0132,P027,2.0,23310.0,0.0,Marketplace,,,,Smartphone Model 27,Smartphone,25900.0,Y,ลูกค้า 132,customer132@example.com,Chonburi,2025-02-04,PAY000055,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-07 16:03:00,46620.0
ORD000056,2026-01-07 05:17:00,C0083,P017,1.0,990.0,0.0,Web,,,,Smartphone Model 17,Smartphone,990.0,Y,ลูกค้า 083,customer083@example.com,ขอนแก่น,2024-06-13,PAY000056,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-07 07:02:00,990.0
ORD000057,2026-01-20 22:46:00,C0054,P039,2.0,990.0,0.0,Marketplace,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 054,customer054@example.com,Bangkok,2025-01-14,PAY000057,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-20 23:31:00,1980.0
ORD000058,2026-01-16 05:55:00,C0096,P038,2.0,13545.0,0.05,Mobile App,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 096,customer096@example.com,กรุงเทพมหานคร,2025-12-01,PAY000058,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 07:21:00,25735.5
ORD000059,2026-01-22 06:56:00,C0038,P005,1.0,284.05,0.0,Mobile App,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 038,customer038@example.com,ชลบุรี,2024-05-25,PAY000059,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-22 07:08:00,284.05
ORD000060,2026-01-15 09:26:00,C0057,P005,1.0,299.0,0.1,Mobile App,,,,Smartphone Model 05,Smartphone,299.0,Y,ลูกค้า 057,customer057@example.com,Chiang Mai,2025-01-25,PAY000060,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-15 12:01:00,269.1
ORD000061,2026-01-08 12:44:00,C0102,P023,2.0,313.95,0.1,Mobile App,,,,Accessory Model 23,Accessory,299.0,Y,ลูกค้า 102, customer102@example.com ,ระยอง,2025-09-03,PAY000061,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-08 12:47:00,565.11
ORD000062,2026-01-09 13:10:00,C0036,P020,3.0,499.0,0.0,Marketplace,,,,Smart Home Model 20,Smart Home,499.0,Y,ลูกค้า 036,customer036@example.com,กทม.,2024-10-26,PAY000062,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-09 15:05:00,1497.0
ORD000063,2026-01-08 01:20:00,C0034,P025,3.0,27195.0,0.0,Marketplace,,,,Accessory Model 25,Accessory,25900.0,Y,ลูกค้า 034, customer034@example.com ,Phuket,2025-04-19,PAY000063,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 04:07:00,81585.0
ORD000064,2026-01-07 21:17:00,C0152,P014,1.0,1039.5,0.1,Web,,,,Notebook Model 14,Notebook,990.0,Y,ลูกค้า 152,customer152@example.com,Chonburi,2025-03-14,PAY000064,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-07 21:33:00,935.5500000000001
ORD000065,2026-01-20 12:44:00,C0160,P031,3.0,1490.0,0.0,Web,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 160,customer160@example.com,Bangkok,2025-09-19,PAY000065,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-20 15:03:00,4470.0
ORD000066,2026-01-25 12:56:00,C0162,P039,2.0,990.0,0.0,Web,,,,Notebook Model 39,Notebook,990.0,N,,,,,PAY000066,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-25 13:07:00,1980.0
ORD000067,2026-01-11 23:34:00,C0125,P035,1.0,25900.0,0.0,Mobile App,,,,Accessory Model 35,Accessory,25900.0,Y,ลูกค้า 125,customer125@example.com,Chiang Mai,2025-07-08,PAY000067,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-12 02:25:00,25900.0
ORD000068,2026-01-15 21:59:00,C0052,P039,1.0,940.5,0.05,Mobile App,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 052,customer052@example.com,ระยอง,2025-10-20,PAY000068,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-16 00:21:00,893.4749999999999
ORD000069,2026-01-09 12:18:00,C0081,P039,1.0,1039.5,0.0,Web,,,,Notebook Model 39,Notebook,990.0,N,ลูกค้า 081,customer081@example.com,ขอนแก่น,2025-02-21,PAY000069,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-09 14:32:00,1039.5
ORD000070,2026-01-28 09:39:00,C0069,P014,4.0,1039.5,0.0,Marketplace,,,,Notebook Model 14,Notebook,990.0,Y,ลูกค้า 069,customer069@example.com,กรุงเทพมหานคร,2024-01-15,PAY000070,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-28 12:02:00,4158.0
ORD000071,2026-01-01 22:56:00,C0021,P008,1.0,523.95,0.0,Web,,,,Accessory Model 08,Accessory,499.0,Y,ลูกค้า 021,customer021@example.com,เชียงใหม่,2024-02-06,PAY000071,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-02 00:10:00,523.95
ORD000072,2026-01-24 22:09:00,C0028,P032,4.0,23310.0,0.05,Mobile App,,,,Notebook Model 32,Notebook,25900.0,Y,ลูกค้า 028,customer028@example.com,ขอนเเก่น,2025-08-20,PAY000072,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-24 22:55:00,88578.0
ORD000073,2026-01-13 05:31:00,C0009,P022,1.0,474.05,0.0,Web,,,,Accessory Model 22,Accessory,499.0,Y,ลูกค้า 009,customer009@example.com,Phuket,2024-09-06,PAY000073,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-13 07:28:00,474.05
ORD000074,2026-01-17 10:33:00,C0110,P031,4.0,1490.0,0.0,Marketplace,,,,Smart Home Model 31,Smart Home,1490.0,Y,ลูกค้า 110,customer110@example.com,Chiang Mai,2025-11-25,PAY000074,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-17 11:45:00,5960.0
ORD000075,2026-01-22 08:13:00,C0039,P007,2.0,24605.0,0.05,Web,,,,Notebook Model 07,Notebook,25900.0,Y,ลูกค้า 039,customer039@example.com,กรุงเทพมหานคร,2025-07-17,PAY000075,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-22 08:15:00,46749.5
ORD000076,2026-01-08 10:52:00,C0163,P033,1.0,11610.0,0.1,Marketplace,,,,Smart Home Model 33,Smart Home,12900.0,Y,,,,,PAY000076,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-08 10:57:00,10449.0
ORD000077,2026-01-08 04:24:00,C0143,P026,2.0,12255.0,0.0,Web,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 143,customer143@example.com,เชียงใหม่,2025-01-04,PAY000077,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-08 04:29:00,24510.0
ORD000078,2026-01-22 17:21:00,C0070,P017,1.0,1039.5,0.05,Marketplace,,,,Smartphone Model 17,Smartphone,990.0,Y,ลูกค้า 070,customer070@example.com,เชียงใหม่,2025-11-15,PAY000078,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-22 17:34:00,987.525
ORD000079,2026-01-05 10:50:00,C0005,P037,1.0,25900.0,0.1,Mobile App,,,,Smart Home Model 37,Smart Home,25900.0,Y,ลูกค้า 005,customer005@example.com,ระยอง,2025-06-27,PAY000079,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-05 13:47:00,23310.0
ORD000080,2026-01-28 17:30:00,C0008,P019,3.0,4189.5,0.05,Marketplace,,,,Smartphone Model 19,Smartphone,3990.0,Y,ลูกค้า 008,customer008@example.com,ขอนแก่น,2025-05-27,PAY000080,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-28 19:57:00,11940.074999999999
ORD000081,2026-01-11 02:57:00,C0061,P018,4.0,3591.0,0.0,Web,,,,Smartphone Model 18,Smartphone,3990.0,Y,ลูกค้า 061,customer061@example.com,ขอนเเก่น,2025-02-04,PAY000081,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-11 03:07:00,14364.0
ORD000082,2026-01-21 18:06:00,C0147,P020,2.0,474.05,0.1,Marketplace,,,,Smart Home Model 20,Smart Home,499.0,Y,ลูกค้า 147,customer147@example.com,Chonburi,2024-08-13,PAY000082,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-21 18:30:00,853.2900000000001
ORD000083,2026-01-17 01:19:00,C0070,P021,1.0,25900.0,0.0,Web,,,,Smart Home Model 21,Smart Home,25900.0,Y,ลูกค้า 070,customer070@example.com,เชียงใหม่,2025-11-15,PAY000083,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-17 01:51:00,25900.0
ORD000084,2026-01-27 07:52:00,C0132,P026,1.0,11610.0,0.0,Web,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 132,customer132@example.com,Chonburi,2025-02-04,PAY000084,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-27 08:53:00,11610.0
ORD000085,2026-01-20 05:05:00,C0145,P003,2.0,24605.0,0.0,Mobile App,,,,Smartphone Model 03,Smartphone,25900.0,Y,ลูกค้า 145,,Phuket,2024-06-01,PAY000085,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-20 07:24:00,49210.0
ORD000086,2026-01-22 09:30:00,C0038,P015,4.0,269.1,0.0,Web,,,,Notebook Model 15,Notebook,299.0,Y,ลูกค้า 038,customer038@example.com,ชลบุรี,2024-05-25,PAY000086,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-22 12:16:00,1076.4
ORD000087,2026-01-25 05:31:00,C0068,P001,3.0,299.0,0.0,Web,,,,Notebook Model 01,Notebook,299.0,Y,ลูกค้า 068, customer068@example.com ,ขอนเเก่น,2024-09-06,PAY000087,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-25 08:13:00,897.0
ORD000088,2026-01-28 21:16:00,C0118,P024,2.0,284.05,0.1,Web,,,,Accessory Model 24,Accessory,299.0,Y,ลูกค้า 118,customer118@example.com,Rayong,2024-07-23,PAY000088,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-28 22:57:00,511.29
ORD000089,2026-01-26 04:55:00,C0070,P026,1.0,12900.0,0.0,Web,,,,Smart Home Model 26,Smart Home,12900.0,Y,ลูกค้า 070,customer070@example.com,เชียงใหม่,2025-11-15,PAY000089,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-26 07:40:00,12900.0
ORD000090,2026-01-19 00:37:00,C0083,P038,1.0,12900.0,0.0,Marketplace,,,,Smartphone Model 38,Smartphone,12900.0,N,ลูกค้า 083,customer083@example.com,ขอนแก่น,2024-06-13,PAY000090,"{'method': 'Bank Transfer', 'status': 'PAID'}",2026-01-19 01:32:00,12900.0
ORD000091,2026-01-18 10:20:00,C0156,P037,1.0,25900.0,0.05,Mobile App,,,,Smart Home Model 37,Smart Home,25900.0,Y,ลูกค้า 156,customer156@example.com,กรุงเทพมหานคร,2024-07-31,PAY000091,"{'method': 'PromptPay', 'status': 'PAID'}",2026-01-18 12:55:00,24605.0
ORD000092,2026-01-16 20:33:00,C0086,P006,1.0,313.95,0.0,Web,,,,Accessory Model 06,Accessory,299.0,Y,ลูกค้า 086,customer086@example.com,Bangkok,2025-04-12,PAY000092,"{'method': 'Credit Card', 'status': 'PAID'}",2026-01-16 21:27:00,313.95
